example_id,question,gold_answer,rag_answer,gold_exact_match,gold_f1,chunk_type,chunk_size,chunk_overlap,num_chunks,embed_provider,embed_model,embed_dimension,retrieval_mode,retrieval_top_k,num_chunks_retrieved,context_char_length,reranker_model,reranker_top_k,llm_provider,llm_host,dataset_name,dataset_sample_seed,difficulty,question_type,strategy_latency_ms,failure_stage,failure_stage_confidence,failure_stage_method,context_sent_to_llm,gold_in_chunks,gold_in_retrieved,gold_in_context,google_gemini_2_5_flash_lite_faithfulness,google_gemini_2_5_flash_lite_relevance,google_gemini_2_5_flash_lite_conciseness,google_gemini_2_5_flash_lite_quality,google_gemini_2_5_flash_faithfulness,google_gemini_2_5_flash_relevance,google_gemini_2_5_flash_conciseness,google_gemini_2_5_flash_quality,google_gemini_2_5_pro_faithfulness,google_gemini_2_5_pro_relevance,google_gemini_2_5_pro_conciseness,google_gemini_2_5_pro_quality,google_gemini_3_1_pro_preview_faithfulness,google_gemini_3_1_pro_preview_relevance,google_gemini_3_1_pro_preview_conciseness,google_gemini_3_1_pro_preview_quality,anthropic_claude_haiku_4_5_20251001_faithfulness,anthropic_claude_haiku_4_5_20251001_relevance,anthropic_claude_haiku_4_5_20251001_conciseness,anthropic_claude_haiku_4_5_20251001_quality,anthropic_claude_sonnet_4_20250514_faithfulness,anthropic_claude_sonnet_4_20250514_relevance,anthropic_claude_sonnet_4_20250514_conciseness,anthropic_claude_sonnet_4_20250514_quality,anthropic_claude_opus_4_20250514_faithfulness,anthropic_claude_opus_4_20250514_relevance,anthropic_claude_opus_4_20250514_conciseness,anthropic_claude_opus_4_20250514_quality,gold_bertscore,answer_quality
121,The mother of Billie Catherine Lourd is known for her role in Star Wars as what character? ,Princess Leia,Princess Leia,True,1.0,recursive,500,100,32,ollama,mxbai-embed-large,1024,hybrid,10,3,1272,bge,3,ollama,local,hotpotqa,42,medium,bridge,13174.931200002902,none,,substring,"---

## Billie Lourd
Billie Catherine Lourd (born July 17, 1992) is an American actress best known for playing Chanel #3 in the horror-comedy series ""Scream Queens"" and Winter Anderson in """".  She is the daughter of actress Carrie Fisher and talent agent Bryan Lourd.

---

Carrie Frances Fisher (October 21, 1956 – December 27, 2016) was an American actress, writer, and humorist.  Fisher was known for playing Princess Leia in the ""Star Wars"" films; a role for which she was nominated for three Saturn Awards.  Her other film roles included ""Shampoo"" (1975), ""The Blues Brothers"" (1980), ""Hannah and Her Sisters"" (1986), ""The 'Burbs"" (1989), ""When Harry Met Sally..."" (1989), ""Soapdish"" (1991) and ""The Women"" (2008 film).  She was nominated twice for the Primetime Emmy

Starkiller, born Galen Marek and also known as The Apprentice, is the Dark Jedi anti-hero protagonist of the """" project.  In 2014, Lucasfilm rebranded him as part of the ""Star Wars Legends"" non-canonical story-line, and the character has not been re-introduced yet into the ""Star Wars"" canon.  He is raised by Darth Vader and is made his secret apprentice under the name ""Starkiller"" due to being potent with using the Force for destructive purposes and described as less of an assassin and more of",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.000000238418579,good
122,How many franchise restaurants has the sub sandwich shop in the Fashion Outlets of Niagara Falls opened?,1050,"The context states that Fashion Outlets of Niagara Falls includes Firehouse Subs as one of the chain restaurants. The question asks about ""the sub sandwich shop"" (singular) in this outlet mall, implying a single location. Since the context lists Firehouse Subs as one of the restaurants there without specifying multiple locations, and the question refers to ""the"" shop (singular), the answer is **1**.

**Answer: 1**",False,0.0,recursive,500,100,29,ollama,mxbai-embed-large,1024,hybrid,10,3,1095,bge,3,ollama,local,hotpotqa,42,medium,bridge,30860.328700000537,generation,high,substring,"---

## Fashion Outlets of Niagara Falls
Fashion Outlets of Niagara Falls, (formerly Niagara Factory Outlet Mall, Niagara Factory Outlets, Prime Outlets of Niagara Falls, and Niagara Falls Mall), is an outlet mall serving Niagara Falls, New York, surrounded by many big-box centers and numerous chain restaurants including Longhorn Steakhouse, Five Guys Burgers and Fries, Applebees, Firehouse Subs, Chipotle Mexican Grill, and the big-box plaza Lasalle Center.

---

---

## Firehouse Subs
To date, Firehouse Subs has opened 1050 franchise restaurants across 44 states, Puerto Rico, Canada, and Mexico.

---

---

## Niagara Falls, New York
Niagara Falls ( ) is a city in Niagara County, New York, United States.  As of the 2010 census, the city had a total population of 50,193, down from the 55,593 recorded in the 2000 census.  It is adjacent to the Niagara River, across from the city of Niagara Falls, Ontario, and named after the famed Niagara Falls which they share.  The city is within the Buffalo–Niagara Falls Metropolitan Statistical Area as well as the Western New York region.

---",True,True,True,2.0,2.0,3.0,2.333333333333333,1.0,2.0,3.0,2.0,1.0,3.0,4.0,2.6666666666666665,,,,,1.0,4.0,4.0,3.0,2.0,2.0,4.0,2.6666666666666665,2.0,2.0,4.0,2.6666666666666665,0.7921590805053711,poor
123,Which American bass singer and actor was married to Eslanda Goode Robeson?,Paul Robeson,"Based solely on the provided context, the American bass singer and actor who was married to Eslanda Goode Robeson is Paul Robeson. The context explicitly states: ""Eslanda (""Essie"") Cardozo Goode Robeson... was the wife and business manager of singer and actor Paul Robeson."" Additionally, Paul Robeson is described as ""an American bass singer and actor"" in the context.",True,0.0952380952380952,recursive,500,100,17,ollama,mxbai-embed-large,1024,hybrid,10,3,1117,bge,3,ollama,local,hotpotqa,42,medium,bridge,16501.011900007143,none,,substring,"Paul Leroy Robeson (pronounced ; April 9, 1898 – January 23, 1976) was an American bass singer and actor who became involved with the Civil Rights Movement.  At Rutgers College, he was an outstanding American football player, and then had an international career in singing, with a distinctive, powerful, deep bass voice, as well as acting in theater and movies.  He became politically involved in response to the Spanish Civil War, fascism, and social injustices.  His advocacy of anti-imperialism,

---

## Eslanda Goode Robeson
Eslanda (""Essie"") Cardozo Goode Robeson (December 15, 1895 – December 13, 1965) was an American anthropologist, author, actor and civil rights activist.  She was the wife and business manager of singer and actor Paul Robeson.

---

## Here I Stand (book)
Here I Stand is a 1958 book written by Paul Robeson with the collaboration of Lloyd L. Brown.  While Robeson wrote many articles and speeches, ""Here I stand"" is his only book.  It has been described as part manifesto, part autobiography.  It was published by Othello Associates and dedicated to his wife Eslanda Goode Robeson.

---",True,True,True,5.0,5.0,4.0,4.666666666666667,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.666666666666667,,,,,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,0.8408418297767639,poor
124,"While Bursaria is a genus of large shrubs and small trees native to Australia, Lindera is a genus of about how many species mostly native to eastern Asia?",80-100,"Based solely on the provided context, Lindera is described as ""a genus of about 80-100 species of flowering plants in the family Lauraceae, mostly native to eastern Asia."" Therefore, the answer is about 80-100 species.",True,0.0666666666666666,recursive,500,100,20,ollama,mxbai-embed-large,1024,hybrid,10,3,1113,bge,3,ollama,local,hotpotqa,42,medium,comparison,12915.79250000359,none,,substring,"---

## Lindera
Lindera is a genus of about 80-100 species of flowering plants in the family Lauraceae, mostly native to eastern Asia but with three species in eastern North America.  The species are shrubs and small trees; common names include spicewood, spicebush, and Benjamin bush.

---

---

## Bursaria
Bursaria is a genus of large shrubs and small trees which are native to Australia.  The genus was first described by Antonio Cavanilles in 1797, with his description of the type species ""B. spinosa"".  The name is derived from the Latin word ""bursa"" (purse) which relates to the shape of its seed capsules.

---

Hydrangea ( ; common names hydrangea or hortensia) is a genus of 70–75 species of flowering plants native to southern and eastern Asia (China, Japan, Korea, the Himalayas, and Indonesia) and the Americas.  By far the greatest species diversity is in eastern Asia, notably China, Japan, and Korea.  Most are shrubs 1 to 3 meters tall, but some are small trees, and others lianas reaching up to 30 m by climbing up trees.  They can be either deciduous or evergreen, though the widely cultivated",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.666666666666667,,,,,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,5.0,5.0,5.0,0.830924391746521,poor
125,Which American coming-of-age comedy-drama film did Judd Nelson  played John Bender in ,The Breakfast Club,The Breakfast Club,True,1.0,recursive,500,100,18,ollama,mxbai-embed-large,1024,hybrid,10,3,1339,bge,3,ollama,local,hotpotqa,42,hard,bridge,21886.586400010856,none,,substring,"---

## Judd Nelson
Judd Asher Nelson (born November 28, 1959) is an American actor who played John Bender in ""The Breakfast Club"", Alec Newbary in ""St. Elmo's Fire"", Hot Rod and Rodimus Prime in """" and """", Joe Hunt in Billionaire Boys Club, Nick Peretti in ""New Jack City"", Billy Beretti in ""Empire"", and Jack Richmond in ""Suddenly Susan"".

---

---

## The Breakfast Club
The Breakfast Club is a 1985 American coming-of-age comedy-drama film written, produced, and directed by John Hughes, starring Emilio Estevez, Paul Gleason, Anthony Michael Hall, Judd Nelson, Molly Ringwald and Ally Sheedy.  The storyline follows five teenagers, each members of different high school cliques, who spend a Saturday in detention together and come to realize that they are all more than their respective stereotypes, while facing a strict disciplinarian.

Romer was cast as Joe in a written for TV Pilot, that was filmed in Italy.  He played the bully Brad, a tennis camp kid, opposite Nikki Blonsky and Hayley Hasselhoff in the ABC Family series ""Huge"".  As Trumbull in Supah Ninjas Romer pays homage to the rebellious character John Bender, made famous by Judd Nelson in The Breakfast Club.  Romer's first job came after only being in Los Angeles for 45-days.  He portrayed a modern-day Prince Charming in Emily Osment's music video, a remake of the",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,good
126,Which American actor starred in The Birds II: Land's End?,James Naughton,Brad Johnson,False,0.0,recursive,500,100,18,ollama,mxbai-embed-large,1024,hybrid,10,3,1445,bge,3,ollama,local,hotpotqa,42,medium,bridge,37141.63759999792,generation,high,substring,"---

## The Birds II: Land's End
The Birds II: Land's End is a 1994 American made-for-television horror film and a sequel to Alfred Hitchcock's 1963 classic ""The Birds"" starring Brad Johnson, Chelsea Field, James Naughton and Tippi Hedren in a minor role different from the one she played in the original Hitchcock film.  The original music score was composed by Ron Ramin.  ""The Birds II: Land's End"" premiered on Showtime on March 14, 1994.

---

---

## Nicolas Cage
Nicolas Kim Coppola (born January 7, 1964), known professionally as Nicolas Cage, is an American actor, director and producer.  During his early career, Cage starred in a variety of films such as ""Valley Girl"" (1983), ""Racing with the Moon"" (1984), ""Birdy"" (1984), ""Peggy Sue Got Married"" (1986), ""Raising Arizona"" (1987), ""Moonstruck"" (1987), ""Vampire's Kiss"" (1989), ""Wild at Heart"" (1990), ""Fire Birds"" (1990), ""Honeymoon in Vegas"" (1992), and ""Red Rock West"" (1993).

---

---

## Danny McBride
Daniel Richard McBride (born December 29, 1976) is an American actor, writer, and comedian.  He is best known for starring in the HBO comedies ""Eastbound & Down"" and ""Vice Principals"", both of which he co-created with frequent collaborator Jody Hill.  He has also starred in comedy films, such as ""The Foot Fist Way"" (2006), ""Hot Rod"" (2007), ""Pineapple Express"" (2008), ""Tropic Thunder"" (2008), ""Land of the Lost"" (2009), ""Your Highness"" (2011), and ""This Is the End"" (2013).",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.9127373695373535,poor
127,What nationality was the actor who played in The Hit and had a career that lasted more than 50 years?,English,"The provided context does not mention any film titled ""The Hit"" or specific roles for any of the actors. However, the question specifies that the actor had a career lasting more than 50 years. All three actors in the context (John Hurt, Glenn Ford, and Sir Ralph Richardson) meet this criterion. Among them, Glenn Ford is explicitly described as a ""Canadian-born actor who held dual Canadian and American citizenship."" Since the question asks for nationality and the context identifies Glenn Ford as Canadian-born, the answer is Canadian.

**Answer: Canadian**",False,0.0,recursive,500,100,26,ollama,mxbai-embed-large,1024,hybrid,10,3,1189,bge,3,ollama,local,hotpotqa,42,medium,bridge,49443.23279999662,generation,high,substring,"---

## John Hurt
Sir John Vincent Hurt, {'1': "", '2': "", '3': "", '4': ""} (22 January 1940 – 25 January 2017) was an English actor whose screen and stage career spanned more than 50 years.  Hurt was regarded as one of Britain's finest actors; director David Lynch described him as ""simply the greatest actor in the world"".

---

---

## Glenn Ford
Gwyllyn Samuel Newton ""Glenn"" Ford (May 1, 1916 – August 30, 2006) was a Canadian-born actor who held dual Canadian and American citizenship.  His career lasted more than 50 years.  Although he played many different roles, Ford was best known for playing ordinary men in unusual circumstances.  He was most prominent during Hollywood's Golden Age.

---

Sir Ralph Richardson (1902–1983) was an English actor who appeared on radio, film, television and stage.  Described by ""The Guardian"" as ""indisputably our most poetic actor"", and by the director David Ayliff as ""a natural actor ... [who] couldn't stop being a perfect actor"", Richardson's career lasted over 50 years.  He was—in the words of his biographer, Sheridan Morley—one ""of the three great actor knights of the mid-twentieth century"", alongside Laurence Olivier and John Gielgud.",True,True,True,2.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,,,,,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.333333333333333,4.0,3.0,3.0,3.333333333333333,0.7858550548553467,poor
128,Who was a MAC Champion and 3-time Division 1 NCAA Qualifier and is an American mixed martial artist who competes in the featherweight division for Ultimate Fighting Championship?,Desmond Green,Desmond Green,True,1.0,recursive,500,100,14,ollama,mxbai-embed-large,1024,hybrid,10,3,1121,bge,3,ollama,local,hotpotqa,42,medium,bridge,35452.382699993905,none,,substring,"Former Bull Wrestler Desmond Green was a MAC Champion and 3-time Division 1 NCAA Qualifier and is currently a Mixed Martial Artist fighting for Bellator.

---

## Júnior Assunção
Cleuder F. ""Júnior"" Assunção (born June 24, 1981) is a Brazilian mixed martial artist, who is perhaps best known for his 2–3 stint with the Ultimate Fighting Championship.  He competes in the featherweight division, and is the current Premium FC Featherweight Champion.

---

## Desmond Green
Desmond Green (born October 11, 1989) is an American mixed martial artist who competes in the featherweight division for Ultimate Fighting Championship.

---

The Buffalo Bulls wrestling team is a varsity intercollegiate athletic team of the University at Buffalo in Amherst, New York, United States.  The team is a member of the Mid-American Conference (MAC), which is part of the National Collegiate Athletic Association's Division I.  The team plays their home matches at Alumni Arena in Amherst, New York.  The Bulls are coached by John Stutzman.  Former Bull Wrestler Desmond Green was a MAC Champion and 3-time Division 1 NCAA Qualifier and is",True,True,True,4.0,5.0,5.0,4.666666666666667,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,4.0,5.0,5.0,4.666666666666667,3.0,5.0,5.0,4.333333333333333,4.0,5.0,5.0,4.666666666666667,0.9999998807907104,good
129,Which film director was born first: Ann Hui or  Harry Keller?,Harry Keller,"Harry Keller was born first. 

According to the context, Harry Keller was born on 22 February 1913, while Ann Hui was born on 23 May 1947. Since 1913 precedes 1947, Harry Keller was born earlier.",True,0.1538461538461538,recursive,500,100,17,ollama,mxbai-embed-large,1024,hybrid,10,3,1091,bge,3,ollama,local,hotpotqa,42,medium,comparison,14598.186600007466,none,,substring,"---

## Harry Keller
Harry Keller (22 February 1913 – 19 January 1987) was an American film editor, producer and director, who made a number of westerns and worked for many years at Universal Pictures.  He is perhaps best remembered today for shooting additional footage on ""Touch of Evil"" (1958).

---

---

## Ann Hui
Ann Hui On-Wah, MBE (; Hepburn: ""Kyo Anka""; born 23 May 1947) is a Hong Kong film director, producer, screenwriter and actress.  She is one of the most critically acclaimed Hong Kong New Wave filmmakers.  She is known for her films about social issues in Hong Kong.

---

Boat People () is a Hong Kong film directed by Ann Hui, first shown in theatres in 1982.  The film stars George Lam, Andy Lau, Cora Miao, and Season Ma.  At the second Hong Kong Film Awards, ""Boat People"" won awards for Best Picture, Best Director, Best New Performer, Best Screenplay, and Best Art Direction.  It was also screened out of competition at the 1983 Cannes Film Festival.  In 2005, at the 24th Hong Kong Film Awards, ""Boat People"" was ranked 8th in the list of 103 best Chinese-language",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,4.0,4.666666666666667,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.8535780906677246,poor
130," Which singer has had a longer career, Roger Daltrey or Kendall Schmidt?",Roger Harry Daltrey,"Roger Daltrey has had a longer career than Kendall Schmidt. The context states that Roger Daltrey has ""a career spanning more than 50 years,"" having come to prominence in the mid-1960s. In contrast, Kendall Schmidt's career began with his first single release in March 2014, making it less than 10 years old as of the current time referenced in the context. Therefore, Roger Daltrey has had a significantly longer career.",False,0.0754716981132075,recursive,500,100,21,ollama,mxbai-embed-large,1024,hybrid,10,3,1012,bge,3,ollama,local,hotpotqa,42,medium,comparison,24600.57740000775,generation,high,substring,"Kendall Francis Schmidt (born November 2, 1990) is an American actor, pop rock singer-songwriter and music producer.  He is best known for playing Kendall Knight in ""Big Time Rush"", participating in a boy band with the same name, and playing small roles on several TV shows such as ""ER"", ""Without a Trace"", ""Phil of the Future"", ""Ghost Whisperer"", ""Gilmore Girls"", and ""Frasier"".  Schmidt's first single with Heffron Drive, ""Parallel,"" was released in March 2014 through his very own record label

Roger Harry Daltrey, {'1': "", '2': "", '3': "", '4': ""} (born 1 March 1944) is an English singer and actor.  In a career spanning more than 50 years, Daltrey came to prominence in the mid-1960s as the founder and lead singer of the rock band the Who, which released fourteen singles that entered the Top 10 charts in the United Kingdom during the 1960s, 1970s, and 1980s, including ""I Can't Explain"", ""My Generation"", ""Substitute"", ""I'm a Boy"", ""Happy Jack"", ""Pictures of Lily"", ""Pinball Wizard"",

## Kendall Schmidt",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,,,,,4.0,5.0,4.0,4.333333333333333,3.0,5.0,4.0,4.0,2.0,5.0,3.0,3.333333333333333,0.8475672602653503,poor
131,"In what year did Metallica release the album which preceded ""Master of Puppets""?",1984,1984,True,1.0,recursive,500,100,43,ollama,mxbai-embed-large,1024,hybrid,10,3,1496,bge,3,ollama,local,hotpotqa,42,medium,bridge,28495.0472000055,none,,substring,"The demo caught the attention of Johny Zazula, who signed Metallica to Megaforce Records.  The band released ""Kill 'Em All"" in 1983, and the following year they released ""Ride the Lightning"".  After ""Ride the Lightning"" was released, Metallica left Megaforce and signed to Elektra Records.  In March 1986, the band released its third studio album, ""Master of Puppets"", which was Metallica's first album to be certified gold by the Recording Industry Association of America (RIAA).  While promoting

Garage Inc. is a compilation album of cover songs by American heavy metal band Metallica.  It was released on November 23, 1998 through Elektra Records.  Over 2.5 million copies have been sold in the U.S. as certified by the RIAA.  It includes cover songs, B-side covers, and """", which had gone out of print since its original release in 1987.  The title is a combination of ""Garage Days Revisited"" and their song ""Damage, Inc."", from ""Master of Puppets"", and the album's artwork draws heavily from

different from rock's mainstream of the early 1980s and inspired a number of bands who followed in similar manner.  The album did not enter the ""Billboard"" 200 until 1986, when it peaked at number 155, following Metallica's commercial success with its third studio album ""Master of Puppets""; the 1988 Elektra reissue peaked at number 120.  ""Kill 'Em All"" was critically praised at the time of its release and in retrospect, and was placed on a few publications' best album lists.  It was certified",True,False,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.9999998807907104,good
132,Who was Eric Dorman-Smith a military thinker like who also founded the Fifth Republic?,Charles de Gaulle,Charles de Gaulle,True,1.0,recursive,500,100,25,ollama,mxbai-embed-large,1024,hybrid,10,3,1020,bge,3,ollama,local,hotpotqa,42,medium,bridge,15691.37590000173,none,,substring,"Major-General Eric Edward (""Chink"") Dorman-Smith (24 July 1895 – 11 May 1969), who later changed his name to Eric Edward Dorman O'Gowan, was an Irish officer whose career in the British Army began in the First World War and closed at the end of the Second World War.  In the 1950s, Dorman-Smith became an officer in the Irish Republican Army.  In the 1920s, he was one of the military thinkers in various countries, like Heinz Guderian in Germany and Charles de Gaulle in France, who realised that

The Fifth Republic, France's current republican system of government, was established by Charles de Gaulle under the Constitution of the Fifth Republic on 4 October 1958.  The Fifth Republic emerged from the collapse of the Fourth Republic, replacing the former parliamentary republic with a semi-presidential, or dual-executive, system that split powers between a prime minister as head of government and a president as head of state.  De Gaulle, who was the first president elected under the Fifth

## Eric Dorman-Smith",True,True,True,2.0,3.0,5.0,3.333333333333333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0000001192092896,good
133,Which contract killer that goes by alias 'Daddy' entered the Mumbai underworld in the 1970's?,Arun Gawli,Arun Gawli,True,1.0,recursive,500,100,24,ollama,mxbai-embed-large,1024,hybrid,10,3,1454,bge,3,ollama,local,hotpotqa,42,medium,bridge,17779.540499992436,none,,substring,"---

## Akhil Bharatiya Sena
Akhil Bharatiya Sena (""lit.""  All India Army) is a political party in India.  Founded in 1997 and led by the Mumbai mafia don and contract killer Arun Gawli (alias 'Daddy').  Gawli had earlier been close to the Shiv Sena supremo, Bal Thackeray, but in 1996 a bloody feud surged between them when Arun Gawli mercilessly slew several Sena party legislators and party workers.  Gawli organized ABS as a counterwight to SS.

---

Arun Gulabrao Ahir or Arun Gawli is an Indian politician , underworld don and former gangster.  Gawli and his brother Kishor (Pappa) entered the Mumbai underworld in the 1970s when they joined the ""Byculla Company"", a criminal gang led by Rama Naik and Babu Reshim, operating in the central Mumbai areas of Byculla, Parel and Saat Rasta.  In 1988, after Rama Naik was killed in a police encounter, Gawli took over the gang and began operating it from his residence, Dagdi Chawl.  Under his control,

Manohar Arjun Surve (8 August 1944  – 11 January 1982), popularly known as Manya Surve, was one of the dons who made an impact in the Mumbai underworld.  He was adarsh singh's chela Being a Hindu, he was denied just two years, his gang rose to such prominence that Pathans, who ruled the underworld for over two decades, sought his help to eliminate the leader of their arch rival gang, the Konkani speaking Kaskar group.  It was headed by Dawood Ibrahim's elder brother, Sabir.  Manya was known for",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,good
134,What is the cover song on the release of Sara Jezebel Deva's second album that was at one time banned in Belgium?,Frozen,"The cover song on the release of Sara Jezebel Deva's second album, *The Corruption of Mercy*, that was at one time banned in Belgium is **""Frozen""**. 

This is based on the context provided, which states that ""Frozen"" (by William Orbit) was banned in Belgium in 2005 due to plagiarism claims. While the album features a cover track, the specific reference to the banned song in the context clarifies that ""Frozen"" is the title of the song that was prohibited in Belgium. Note that the context mentions that ""Frozen"" is listed as being by William Orbit, not Madonna, and the album's cover song for US and Canadian releases is Madonna's version of ""Frozen"" (from her 2005 album *Hard Candy*). However, the banned song in Belgium is William Orbit's ""Frozen,"" and the question refers to the cover song on the album that was banned, which is identified as ""Frozen"" in the context.

**Key points from the context:**
- William Orbit's song ""Frozen"" was banned in Belgium in 2005.
- The album *The Corruption of Mercy* includes a cover of ""Frozen"" (by Madonna for US and Canadian releases), but the banned song itself is William Orbit's version.
- The question asks for the cover song on the release that was banned in Belgium, and the context explicitly ties ""Frozen"" to the ban.

Thus, the answer is **Frozen**.

\boxed{Frozen}",True,0.0,recursive,500,100,28,ollama,mxbai-embed-large,1024,hybrid,10,3,1197,bge,3,ollama,local,hotpotqa,42,medium,bridge,53143.26989999972,none,,substring,"---

## The Corruption of Mercy
The Corruption of Mercy is the second album by Sarah Jezebel Deva was to-be released on June 20, 2011, but was later announced that it would be released on June 27, 2011 due to artwork issues.  It, once more, features a cover track, this time originally by The Cranberries.  On the American and Canadian releases, the cover song is Frozen by Madonna.

---

Sarah Jane Ferridge (born 25 February 1977), better known by her stage name Sarah Jezebel Deva, is an English vocalist.  She was the female soprano vocalist in Cradle of Filth for 14 years and also fronts her own band, Angtoria.  In 2009, Deva started her self-titled solo project.  The debut album ""A Sign of Sublime"" was released in February 2010.  Her second album, called ""The Corruption of Mercy"", was released on 27 June 2011 under a new three album record deal with Listenable Records.

William Orbit.  A mid-tempo electronica ballad, ""Frozen"" talks about a cold and emotionless human being.  In 2005, a judge in Belgium ruled that ""Frozen"" was plagiarized from a song by Salvatore Acquaviva, and it was banned from the region.  This ruling was overturned in 2014, lifting the Belgium ban on the song.",True,True,True,4.0,5.0,2.0,3.6666666666666665,1.0,1.0,2.0,1.3333333333333333,1.0,5.0,2.0,2.6666666666666665,,,,,4.0,5.0,2.0,3.6666666666666665,2.0,4.0,2.0,2.6666666666666665,2.0,5.0,2.0,3.0,0.7916956543922424,poor
135,Katarzyna Ostrogska was the grandmother of this King of Poland who died in what year,1673,"The question asks: *""Katarzyna Ostrogska was the grandmother of this King of Poland who died in what year?""* This requires identifying the **death year of the king**, not the death year of Katarzyna Ostrogska.

---

### Step-by-Step Analysis

1. **Context Provided**:
   - The context states: *""Katarzyna Ostrogska (1602–1642) was a Polish–Lithuanian noblewoman. She was the grandmother of King of Poland Michał Korybut Wiśniowiecki.""*
   - This means Katarzyna Ostrogska **died in 1642**, but **the king's death year is not mentioned** in the context.

2. **Clarification of the Question**:
   - The question is specifically asking for the **year the king died**, not the year Katarzyna died.
   - The context **does not provide** the king's death year.

3. **Historical Context (for understanding only)**:
   - Michał Korybut Wiśniowiecki (the king) died in **1645**.
   - However, **this information is not part of the provided context**, and the instructions explicitly state: *""Answer the following question using only the provided context.""*
   - Therefore, **external knowledge must be excluded**.

4. **Conclusion from the Context**:
   - The only year mentioned in the context is **1642**, which is **Katarzyna Ostrogska's death year**.
   - The **king's death year is not provided** in the context.

---

### Final Answer

Since the context does **not** include the king's death year, and the question asks for **that specific year**, the correct response is that **the king's death year is not available in the context**.

However, the problem format requires a **boxed numerical answer**, and the only year provided in the context is **1642** (Katarzyna's death year). Given the constraints of the question and the need to provide a boxed answer, we **note** that this is **not the king's death year**, but it is the **only year** in the context.

$$
\boxed{1642}
$$

> **Note**: This answer is **not the king's death year**. It is the **death year of Katarzyna Ostrogska**, as stated in the context. The king's death year is **not provided** in the context.",False,0.0,recursive,500,100,13,ollama,mxbai-embed-large,1024,hybrid,10,3,1045,bge,3,ollama,local,hotpotqa,42,medium,bridge,74626.41810000059,retrieval,high,substring,"---

## Katarzyna Ostrogska (1602–1642)
Princess Katarzyna Ostrogska (1602–1642) was a Polish–Lithuanian noble lady.  She was the grandmother of King of Poland Michał Korybut Wiśniowiecki.

---

---

## Katarzyna Ostrogska
Katarzyna Ostrogska was the name of several Polish–Lithuanian noble women:

---

## Anna Catherine Constance Vasa
Anna Catherine Constance Vasa of Poland (Polish: ""Anna Katarzyna Konstancja Waza"" ; 7 August 1619 in Warsaw – 8 October 1651 in Cologne) was a Polish princess, daughter of King Sigismund III Vasa and his second wife Constance of Austria.

---

---

## Teofila Ludwika Zasławska
Princess Teofila Ludwika Zasławska (ca. 1650 – November 15, 1709) was a member of the Polish nobility (Polish: ""szlachta"" ).  She was the daughter of Katarzyna Sobieska, who was the sister of Jan III Sobieski, the king of The Kingdom of Poland and the Grand Duchy of Lithuania.  Her father was Władysław Dominik Zasławski, a Polish nobleman of Ruthenian stock of the house of Ostrogski, one of the richest magnates in Poland.

---",True,False,False,2.0,2.0,1.0,1.6666666666666667,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.3333333333333333,,,,,4.0,2.0,2.0,2.6666666666666665,3.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,0.7563024163246155,poor
