example_id,question,gold_answer,rag_answer,gold_exact_match,gold_f1,chunk_type,chunk_size,chunk_overlap,num_chunks,embed_provider,embed_model,embed_dimension,retrieval_mode,retrieval_top_k,num_chunks_retrieved,context_char_length,reranker_model,reranker_top_k,llm_provider,llm_host,dataset_name,dataset_sample_seed,difficulty,question_type,strategy_latency_ms,failure_stage,failure_stage_confidence,failure_stage_method,context_sent_to_llm,gold_in_chunks,gold_in_retrieved,gold_in_context,google_gemini_2_5_flash_lite_faithfulness,google_gemini_2_5_flash_lite_relevance,google_gemini_2_5_flash_lite_conciseness,google_gemini_2_5_flash_lite_quality,google_gemini_2_5_flash_faithfulness,google_gemini_2_5_flash_relevance,google_gemini_2_5_flash_conciseness,google_gemini_2_5_flash_quality,google_gemini_2_5_pro_faithfulness,google_gemini_2_5_pro_relevance,google_gemini_2_5_pro_conciseness,google_gemini_2_5_pro_quality,anthropic_claude_haiku_4_5_20251001_faithfulness,anthropic_claude_haiku_4_5_20251001_relevance,anthropic_claude_haiku_4_5_20251001_conciseness,anthropic_claude_haiku_4_5_20251001_quality,anthropic_claude_sonnet_4_20250514_faithfulness,anthropic_claude_sonnet_4_20250514_relevance,anthropic_claude_sonnet_4_20250514_conciseness,anthropic_claude_sonnet_4_20250514_quality,anthropic_claude_opus_4_20250514_faithfulness,anthropic_claude_opus_4_20250514_relevance,anthropic_claude_opus_4_20250514_conciseness,anthropic_claude_opus_4_20250514_quality
401,Which books which is relatively long written work of fiction did Kovvali Lakshmi Narasimha Rao write?,Novels,novels,True,1.0,recursive,500,100,13,ollama,mxbai-embed-large,1024,hybrid,10,3,967,bge,3,ollama,local,hotpotqa,42,hard,bridge,28326.11270001508,none,,substring,"---

## Novel
A novel is any relatively long, written work of narrative fiction, normally in prose, and typically published as a book.

---

## Panuganti Lakshminarasimha Rao
Panuganti Lakshmi Narasimha Rao (Telugu - పానుగంటి లక్ష్మీ నరసింహా రావు) (2 november

---

---

## Kovvali Lakshmi Narasimha Rao
Kovvali was a popular novelist of Telugu language in the early 20th century.  He is one of the most prolific writer of modern Telugu language.  His complete name is Kovvali Lakshmi Narasimha Rao (1912–1975), born in Tanuku.  He wrote about thousand Novels, which is a record not surpassed by any Telugu writer till now.  Though they are not of high standard, they are very popular with public and known as ""Railway Literature"".

---

---

## Vinjamuri Venkata Lakshmi Narasimha Rao
Vinjamuri Venkata Lakshmi Narasimha Rao (Telugu: వింజమూరి వెంకట లక్ష్మీ నరసింహారావు) (born 1887, date of death unknown) was an Indian stage actor, Telugu-Sanskrit pandit and author.",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.333333333333333
402,"When did the boy band consisting of Eun Ji-won, Lee Jai-jin, Kim Jae-duck, Kang Sung-hoon, Ko Ji-yong and Jang Su-won disband?",2000,2000,True,1.0,recursive,500,100,11,ollama,mxbai-embed-large,1024,hybrid,10,3,1250,bge,3,ollama,local,hotpotqa,42,medium,bridge,6403.98869998171,none,,substring,"---

## Sechs Kies
SECHSKIES (pronounced as , Korean: 젝스키스 , Japanese: ジェクスキス ) is a six-member South Korean boy band in 1997.  They are the ""1st-generation K-Pop idols"" and were named as one of the top boy groups in the 90's.  Consisting of members Eun Ji-won, Lee Jai-jin, Kim Jae-duck, Kang Sung-hoon, Ko Ji-yong and Jang Su-won, the group debuted on April 15, 1997.

---

---

## Kim Jae-duck
Kim Jae-duck (born on August 7 1979) is a South Korean singer, rapper, and choreographer.  He is known as a member of Sechs Kies, which was a rival band to the top boy group in the 90's, H.O.T. and reunited in 2016.  When Sechs Kies disbanded in 2000, he started a new band, J-Walk with Jang Suwon, also from Sechs Kies.  Kim is known for his Busan accent and his nickname is ""Ducky"" as a reference to his name.

---

---

## Kang Sung-hoon (golfer)
Kang Sung-hoon (Korean: 강성훈 ; born 4 June 1987) is a South Korean professional golfer who plays on the PGA Tour.

---

## Jang Su-won
Jang Su-won (born July 16, 1980) is a South Korean singer.  He is known as a robot actor and member of the South Korean boy group, Sechs Kies and the duet group, J-Walk, along with fellow SechsKies member, Kim Jae-duck.  His nicknames were ""Short Man"" and ""Angel"".

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
403,Lieutenant General Winston Mensa-Wood's position from 1987 to 1990 is currently held by what Major General?,William Ayamdo,Major General William Ayamdo,True,0.6666666666666666,recursive,500,100,28,ollama,mxbai-embed-large,1024,hybrid,10,3,1223,bge,3,ollama,local,hotpotqa,42,medium,bridge,5885.980899998685,none,,substring,"---

## Winston Mensa-Wood
Lieutenant General Winston Mensa-Wood is a retired Ghanaian military officer and served as the twenty-third Chief of Defence Staff of the Ghana Armed Forces from June 1990 to March 1992.  He took over from Lieutenant General Arnold Quainoo and handed over to Air Marshal Achilles Harry Kwami Dumashie.  Prior to that, he was Chief of Army Staff from 1987 to 1990.

---

Lieutenant General Arnold Quainoo is a retired Ghanaian military officer and served as the Chief of Defence Staff of the Ghana Armed Forces from August 1983 to September 1989.  He took over from Flight Lieutenant J. J. Rawlings and handed over to Lieutenant General Winston Mensa-Wood.  He was also the first commander of the Economic Community of West African States Monitoring Group (ECOMOG) which intervened in Liberia to help end the civil war.  He also served twice as Army Commander, first in

---

## Chief of Army Staff (Ghana)
The head of the Ghana Army was formerly referred to as the army commander but now has the title above.  The list of former heads lies below.  The current Chief of Army Staff is Major General William Ayamdo.  He was appointed to the position by President Akuffo-Addo on 9 February 2017.

---",True,True,True,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
404,"What character from the animated television series ""The Simpsons"" is voiced by an American actor born in October 29, 1957, and is the mayor of Springfield?",Mayor Quimby,Mayor Quimby,True,1.0,recursive,500,100,25,ollama,mxbai-embed-large,1024,hybrid,10,3,1335,bge,3,ollama,local,hotpotqa,42,medium,bridge,15885.052700003143,none,,substring,"---

## Dan Castellaneta
Daniel Louis Castellaneta ( ; born October 29, 1957) is an American actor, voice actor, comedian and screenwriter.  Noted for his long-running role as Homer Simpson on the animated television series ""The Simpsons"", he also voices many other characters for the show, including Abraham ""Grampa"" Simpson, Barney Gumble, Krusty the Clown, Sideshow Mel, Groundskeeper Willie, Mayor Quimby and Hans Moleman.

---

---

## Mayor Quimby
Mayor Joseph Fitzgerald O'Malley Fitzpatrick O'Donnell The Edge Quimby, nicknamed Diamond Joe, is a recurring character from the animated television series ""The Simpsons"".  He is voiced by Dan Castellaneta, and first appeared in the episode ""Bart Gets an F"".  A member of the Democratic Party, Quimby is the mayor of Springfield, and is a composite parody of U.S. Senator Ted Kennedy and certain other members of the Kennedy family who have entered politics.

---

---

## Moe Szyslak
Morris ""Moe"" Szyslak is a fictional character from the American animated television series ""The Simpsons"".  He is voiced by Hank Azaria and first appeared in the series premiere episode ""Simpsons Roasting on an Open Fire"".  Moe is the proprietor and bartender of Moe's Tavern, a Springfield bar frequented by Homer Simpson, Barney Gumble, Carl Carlson, Lenny Leonard, Sam, Larry, and others.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
405,"Whose brother was known as the ""Organizer of Victory"" in the French Revolutionary Wars?",Claude-Marie Carnot,Claude-Marie Carnot,True,1.0,recursive,500,100,24,ollama,mxbai-embed-large,1024,hybrid,10,3,1045,bge,3,ollama,local,hotpotqa,42,medium,bridge,10698.059600021224,none,,substring,"---

## Lazare Carnot
Lazare Nicolas Marguerite, Count Carnot (13 May 1753 – 2 August 1823) was a French politician, engineer, freemason and mathematician.  He was known as the ""Organizer of Victory"" in the French Revolutionary Wars.

---

---

## Augustin-Marie d'Aboville
Baron Augustin-Marie d'Aboville (1776–1843) was a French artillery officer during the French Revolutionary Wars and Napoleonic Wars, who rose to the rank of general of brigade.  He was the son of General François-Marie d'Aboville (1730-1817) and younger brother of General Augustin Gabriel d'Aboville, both artillery commanders who rose to prominence during the French Revolutionary Wars and Napoleonic Wars.

---

---

## Claude-Marie Carnot
Claude-Marie Carnot (called Carnot-Feulins; 15 July 1755 – 16 October 1836) was a French soldier, the brother of Lazare Carnot (1753-1823).  He was a deputy to the Legislative Assembly of 1791, a Representative during the Hundred Days of 1815 and a provisional commissioner (minister) in the French Executive Commission of 1815.",True,True,True,1.0,1.0,5.0,2.333333333333333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
406,Dancing at Lughnasa is a 1998 Irish-British-American period drama adapted from a play of the same name that was directed by what BAFTA-winning Irish film director?,Pat O'Connor,Pat O'Connor,True,1.0,recursive,500,100,29,ollama,mxbai-embed-large,1024,hybrid,10,3,1320,bge,3,ollama,local,hotpotqa,42,medium,bridge,8138.459800014971,none,,substring,"---

## Pat O'Connor (director)
Pat O'Connor (born 1943 in Ardmore, County Waterford, Ireland) is a BAFTA-winning Irish film director.

---

## Dancing at Lughnasa (film)
Dancing at Lughnasa is a 1998 Irish-British-American period drama film adapted from the Brian Friel play of the same title, directed by Pat O'Connor.

---

The Guarantee is a 2014 Irish drama film written and directed by Colin Murphy, and starring David Murray, Gary Lydon, Orla Fitzgerald, Morgan C. Jones and Peter Coonan.  Directed by Ian Power, and based on Murphy's play of the same title, the film explores the events leading up to the Irish banking crisis, the title referring to a meeting of high-level officials that was held on 29 September 2008 and resulted in the Irish Government taking the decision to guarantee Ireland's entire domestic

Kings is a 2007 Irish film written & directed by Tom Collins and based on Jimmy Murphy's play ""The Kings of the Kilburn High Road"".  The film is bilingual, having both Irish and English dialogues.  It premiered at the Taormina Film Festival (Italy) in June 2007, and was selected as Ireland's official entry for the 2008 Academy Awards in the best foreign-language film category.  The film tells the story of a group of Irish friends who, after emigrating to England 30 years previously, meet for",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
407,Who was born in the same year as the playwright who had a musical fictionalized account of his life made in 1981?,William Shakespeare,William Shakespeare,True,1.0,recursive,500,100,20,ollama,mxbai-embed-large,1024,hybrid,10,3,1105,bge,3,ollama,local,hotpotqa,42,medium,bridge,17124.720800027717,none,,substring,"Christopher Marlowe, also known as Kit Marlowe (baptised 26 February 156430 May 1593), was an English playwright, poet and translator of the Elizabethan era.  Marlowe was the foremost Elizabethan tragedian of his day.  He greatly influenced William Shakespeare, who was born in the same year as Marlowe and who rose to become the pre-eminent Elizabethan playwright after Marlowe's mysterious early death.  Marlowe's plays are known for the use of blank verse and their overreaching protagonists.

---

## Marlowe (musical)
Marlowe is a 1981 musical with a book by Leo Rost, lyrics by Rost and Jimmy Horowitz, and music by Horowitz.  Despite a claim in the ""Playbill"" that ""the story of this drama is essentially true and accurate,"" much of it is a fictionalized account of the life of Elizabethan playwright Christopher Marlowe.

---

---

## Too Close to the Sun
Too Close to the Sun is a musical with a book by Roberto Trippini and music and lyrics by Trippini and John Robinson, based on a play by Ron Read.  The musical is a fictionalized account of the last days in the life of Ernest Hemingway.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
408,American story board artist worked on this 2014 Walt Disney film which was the 54th Disney animated feature film that was directed by what two men?,Don Hall and Chris Williams,Don Hall and Chris Williams,True,1.0,recursive,500,100,31,ollama,mxbai-embed-large,1024,hybrid,10,3,1373,bge,3,ollama,local,hotpotqa,42,medium,bridge,10997.28640000103,none,,substring,"Big Hero 6 is a 2014 American 3D computer-animated superhero-comedy film produced by Walt Disney Animation Studios and released by Walt Disney Pictures.  Loosely based on the superhero team of the same name by Marvel Comics, the film is the 54th Disney animated feature film.  Directed by Don Hall and Chris Williams, the film tells the story of Hiro Hamada, a young robotics prodigy who forms a superhero team to combat a masked villain.  The film features the voices of Scott Adsit, Ryan Potter,

as an animation assistant on several films, such as ""Oliver and Company"" (1988) and ""The Little Mermaid"" (1989), before she began a career in story boarding on ""A Goofy Movie"" (1995).  She was also a story artist on the DreamWorks feature film ""The Prince of Egypt"" (1998) and Disney’s feature film ""Tarzan"" (1999).  Additionally, she worked as a character design supervisor on the Disney short ""John Henry"" (2000).  In 2004, She moved up to directing ""Donald’s Gift"" with DisneyToon Studios.

company, Buena Vista Distribution, later in 1953 after the film was released.  ""Peter Pan"" is also the final Disney film in which all nine members of Disney's Nine Old Men worked together as directing animators.  It is also the second Disney animated film starring Kathryn Beaumont, Heather Angel, and Bill Thompson after their roles in the animated feature ""Alice in Wonderland"".",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
409, Kabhi Khushi Kabhie Gham... is a drama that has music penned by a lyricist of what heritage?,Indian,Indian,True,1.0,recursive,500,100,19,ollama,mxbai-embed-large,1024,hybrid,10,3,1194,bge,3,ollama,local,hotpotqa,42,hard,bridge,42977.09549998399,none,,substring,"Kabhi Khushi Kabhie Gham... (English: ""Sometimes there's Happiness, Sometimes there's Sorrow""), also known as K3G, is a 2001 Indian family drama film written and directed by Karan Johar and produced by Yash Johar.  The film stars Amitabh Bachchan, Jaya Bachchan, Shah Rukh Khan, Kajol, Hrithik Roshan and Kareena Kapoor in leading roles, with Rani Mukerji appearing in an extended cameo appearance.  The music was composed by Jatin Lalit, Sandesh Shandilya and Aadesh Shrivastava, with lyrics penned

---

## Niranjan Iyengar
Niranjan Iyengar, born in Anand, India, is a screenwriter and lyricist particularly known for his work with director Karan Johar.  He is also author of the book, ""The Making of Kabhi Khushi Kabhie Gham."" .  Niranjan also hosts the talk show 'Look Who's talking with Niranjan', which is aired on Zee Café.

---

---

## Sameer (lyricist)
Sameer (born 24 February 1958) is an Indian lyricist, writing primarily for songs in Hindi language films.  He is a guinness world record holder for writing most number of songs .  He was awarded this honor on 17 February 2016.  His father is the famed Hindi lyricist, Anjaan (Lalji Pandey).  He has won three Filmfare Awards.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,4.0,5.0,5.0,4.666666666666667,5.0,5.0,5.0,5.0
410,"Which soda was distributed by RC Cola, Diet Rite or Izze?",Diet Rite,Diet Rite,True,1.0,recursive,500,100,14,ollama,mxbai-embed-large,1024,hybrid,10,3,759,bge,3,ollama,local,hotpotqa,42,medium,comparison,15456.489899981534,none,,substring,"## Diet Rite
Diet Rite is a brand of no-calorie soft drinks originally distributed by the RC Cola company.

---

---

## Izze
Izze (pronounced iz-ee) is the brand name of a line of carbonated juice drinks produced by the IZZE Beverage Company in Boulder, Colorado, which is owned by PepsiCo.  The drinks consist of 70% fruit juice from concentrate, and 30% seltzer water.  Izze is an all-natural, no-preservatives-added fruit soda.

---

in the United States.  In the 1960s and 1970s its competition consisted of Tab, produced by The Coca-Cola Company, and Diet Rite soda, produced by Royal Crown.  Diet Coke was a later entrant to the diet cola market; though shortly after entering production in 1982 it became the primary competing diet cola to Diet Pepsi.",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
411,"Are both the women's magazines, Bild der Frau and Hearth and Home, still in publication?",no,"No. The context states that Hearth and Home was published from 1868 to 1875, meaning it ceased publication long ago and is not still in publication. While the context describes Bild der Frau as a ""German language weekly women's magazine published in Hamburg, Germany"" without specifying a publication end date, the fact that Hearth and Home is not still in publication means that both are not still in publication. Therefore, the answer is no.",True,0.0,recursive,500,100,13,ollama,mxbai-embed-large,1024,hybrid,10,3,1282,bge,3,ollama,local,hotpotqa,42,hard,comparison,31930.13419999625,none,,substring,"---

## Hearth and Home
Hearth and Home was an American weekly illustrated magazine which was published from 1868 to 1875.

---

## Wissenschaftsbuch des Jahres
Wissenschaftsbuch des Jahres is a literary prize of Germany awarded by the journal ""Bild der Wissenschaft"".

---

## Die Gewehre der Frau Carrar
Die Gewehre der Frau Carrar was a 1953 East German live television production of the play ""Señora Carrar's Rifles"" by Bertolt Brecht.

---

---

## The Unintentional Kidnapping of Mrs. Elfriede Ott
The Unintentional Kidnapping of Mrs. Elfriede Ott (German: ""Die unabsichtliche Entführung der Frau Elfriede Ott"" ) is a 2010 Austrian comedy film directed by Andreas Prochaska.

---

## Bild der Frau
Bild der Frau is a German language weekly women's magazine published in Hamburg, Germany.

---

The first Werkbund Exhibition of 1914 was held at Rheinpark in Cologne, Germany.  Bruno Taut's best-known building, the prismatic dome of the Glass Pavilion of which only black and white images survive today, was in reality a brightly colored landmark.  Walter Gropius and Adolf Meyer designed a model factory for the exhibition.  The Belgian architect Henri van de Velde designed a model theatre.  Berlin based Margarete Knuppelholz-Roeser designed the controversial Haus Der Frau.",True,True,True,2.0,2.0,1.0,1.6666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,2.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.333333333333333
412,"Which dog breed, Russian Spaniel or Portuguese Podengo, has been around the longest?",Portuguese Podengo,"Based solely on the provided context, the Portuguese Podengo has been around the longest. The context states that the smooth-coated variety of the Portuguese Podengo ""dates back to the 5th century,"" indicating a historical origin from that period. In contrast, the context provides no historical information about the Russian Spaniel, so it cannot be compared in terms of longevity. Therefore, the Portuguese Podengo is the breed with the longer historical presence as described in the context.",True,0.0727272727272727,recursive,500,100,34,ollama,mxbai-embed-large,1024,hybrid,10,3,541,bge,3,ollama,local,hotpotqa,42,hard,comparison,8435.980100010056,none,,substring,"The Portuguese Podengo is an ancient multi-sensory hound (sight and scent) breed of dog from Portugal.  As a breed, the Podengo is divided into three size categories that are not interbred: small (Pequeno), medium (Medio) and large (Grande).  Their coats are either short and 'smooth', or longer and 'wired'.  The smooth coated variety is traditional, dating back to the 5th century, whereas the wire coated variety is an outcome of the assimilation of various other breeds during the 20th century.

## Portuguese Podengo

## Russian Spaniel",True,True,True,5.0,5.0,4.0,4.666666666666667,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.333333333333333,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667
413,What is the population of the county Kentucky Route 413 connects to Loyall and Baxter?,"29,278","The population of Harlan County, which Kentucky Route 413 connects to Loyall and Baxter, is 29,278 as of the 2010 census. This is stated in the context: ""Harlan County is a county located in the Commonwealth of Kentucky. As of the 2010 census, the population was 29,278."" The context also specifies that Kentucky Route 413 ""connects mostly rural areas of Harlan County with Loyall and Baxter."" 

Answer: 29,278",True,0.0454545454545454,recursive,500,100,28,ollama,mxbai-embed-large,1024,hybrid,10,3,1373,bge,3,ollama,local,hotpotqa,42,medium,bridge,10072.928600013256,none,,substring,"---

## Harlan County, Kentucky
Harlan County is a county located in the Commonwealth of Kentucky.  As of the 2010 census, the population was 29,278.  Its county seat is Harlan.

---

## Kentucky Route 413
Kentucky Route 413 (KY 413) is a 5.022 mi state highway in the U.S. state of Kentucky.  The highway connects mostly rural areas of Harlan County with Loyall and Baxter.

---

Kentucky Route 72 is a 16.932-mile (27.249 km) state highway in Kentucky that is separated into two segments.  The western segments runs from U.S. Route 119 just north of Blackmont to Rockhouse Branch Road just southeast of Alva via Blackmont, Pathfork, and Alva.  The eastern segment runs from a dead end west of Pansy to Kentucky Route 413 at Baxter via Mary Alice and Harlan.  It appears that the two segments were originally planned to connect, as the segments are separated by only a few miles.

Pennsylvania Route 413 (PA 413) is a 31 mi , north–south state highway in Bucks County, Pennsylvania.  The route runs from the New Jersey state line on the Burlington-Bristol Bridge over the Delaware River outside Bristol, where it continues as Route 413 into New Jersey, to PA 611 in Bedminster Township.  The route passes through the lower and central portions of Bucks County, serving Bristol, Levittown, Langhorne, Newtown, and Buckingham.  The route intersects U.S. Route 13 (US 13) and",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.333333333333333,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667
414,Are Pablo Trapero and Albert Capellani both film directors ?,yes,"Yes, both Pablo Trapero and Albert Capellani are film directors. The context explicitly states that Albert Capellani was ""a French film director and screenwriter"" of the silent era, and Pablo Trapero is described as ""an Argentine film producer, editor and director."" Therefore, both individuals are confirmed as film directors based on the provided information.",True,0.0,recursive,500,100,10,ollama,mxbai-embed-large,1024,hybrid,10,3,1336,bge,3,ollama,local,hotpotqa,42,hard,comparison,12787.950800004182,none,,substring,"---

## Albert Capellani
Albert Capellani (23 August 1874 – 26 September 1931) was a French film director and screenwriter of the silent era.  He directed films between 1905 and 1922.  One of his brother was the actor-sculptor Paul Capellani.  and another the film director Roger Capellani.

---

## Pablo Trapero
Pablo Trapero (Born 4 October 1971) is an Argentine film producer, editor and director.

---

---

## Paul Capellani
Paul Capellani (September 9, 1877 – November 7, 1960) was a noted French silent film actor.  His brother was the director Albert Capellani and his uncle the film director Roger Capellani who died May 1940 at the Battle of Dunkirk.

---

## Roger Capellani
Roger Capellani (31 January 1905 – 30 May 1940) was a French film director, the son of film director and screenwriter Albert Capellani and the nephew of the actor Paul Capellani.

---

---

## The Inside of the Cup (film)
The Inside of the Cup is a surviving 1921 American silent drama film directed by Albert Capellani and written by Albert Capellani and George DuBois Proctor based upon the best-selling novel of the same name by Winston Churchill.  The film stars William P. Carleton, David Torrence, Edith Hallor, John Bohn, Marguerite Clayton, Richard Carlyle and Margaret Seddon.  The film was released January 16, 1921, by Paramount Pictures.",False,False,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.666666666666667
415,What Australian actor appears as a supporting actor in The Divergent Series: Insurgent?,Keiynan Lonsdale,"The provided context does not specify any Australian actor who appears as a supporting actor in *The Divergent Series: Insurgent*. While Keiynan Lonsdale is described as an Australian actor in the context, the context does not state that he appears in *The Divergent Series: Insurgent*. The supporting cast for *The Divergent Series: Insurgent* is listed as ""Ansel Elgort, Zoë"" (incomplete), but no Australian actors are mentioned in this list. Therefore, based solely on the provided context, there is no Australian actor identified as appearing in the film.",True,0.074074074074074,recursive,500,100,19,ollama,mxbai-embed-large,1024,hybrid,10,3,1459,bge,3,ollama,local,hotpotqa,42,medium,bridge,44663.841900008265,none,,substring,"The Divergent Series is a feature film series based on the ""Divergent"" novels by the American author Veronica Roth.  Distributed by Summit Entertainment and Lionsgate Films, the series consists of four science fiction films set in a dystopian society.  They have been produced by Lucy Fisher, Pouya Shabazian, and Douglas Wick and star Shailene Woodley and Theo James as lead characters Beatrice Prior (Tris) and Tobias Eaton (Four), respectively.  The supporting cast includes Ansel Elgort, Zoë

The Divergent Series: Insurgent (also known simply as Insurgent) is a 2015 American science fiction action film directed by Robert Schwentke, based on ""Insurgent"", the second book in the ""Divergent"" trilogy by Veronica Roth.  It is the sequel to the 2014 film ""Divergent"" and the second installment in ""The Divergent Series"", produced by Lucy Fisher, Pouya Shabazian and Douglas Wick, with a screenplay by Brian Duffield, Akiva Goldsman and Mark Bomback.  Schwentke took over from Neil Burger as

## Keiynan Lonsdale
Keiynan Lonsdale (born December 19 1991) is an Australian actor.  He is known for his television roles as dance student Oliver Lloyd on the ABC series ""Dance Academy"" (2012–2013) and Kid Flash/Wally West on the CW series ""The Flash"" (beginning 2015); and for film roles in """" (2015) and ""The Finest Hours"" (2016).  Some of his acting roles have drawn upon his dancing skills, he was an MTV DJ, and he has released original music recordings.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.666666666666667,5.0,4.0,4.0,4.333333333333333,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667
416,Which actor appeared in both A Time to Kill and Act?,Matthew McConaughey,"Matthew David McConaughey appeared in ""A Time to Kill"" (1996) according to the context. The context lists his filmography and specifies he was in ""A Time to Kill"" (1996), but does not mention a film titled ""Act."" Given the context provided, the only actor associated with ""A Time to Kill"" is Matthew David McConaughey. The question likely contains a typo (""Act"" instead of another film from his list), but based on the context, McConaughey is the actor who appeared in ""A Time to Kill."" Since no other actor is listed as being in ""A Time to Kill,"" and the context does not reference a film called ""Act,"" the answer is Matthew David McConaughey.

Matthew David McConaughey",False,0.0606060606060606,recursive,500,100,22,ollama,mxbai-embed-large,1024,hybrid,10,3,1493,bge,3,ollama,local,hotpotqa,42,medium,bridge,40091.25009999843,retrieval,high,substring,"Matthew David McConaughey ( ; born November 4, 1969) is an American actor, director, producer, and writer.  He first gained notice for his breakout role in the coming-of-age comedy ""Dazed and Confused"" (1993).  He appeared in such films as the slasher """" (1994), the legal thriller ""A Time to Kill"" (1996), the comedy film ""Larger than Life"" (1996), Steven Spielberg's historical drama ""Amistad"" (1997), the science fiction drama ""Contact"" (1997), the comedy ""EDtv"" (1999), and the war film ""U-571""

Neil Affleck (born 1953) is a Canadian animator, director, and former actor.  He has worked as an animator on ""The Simpsons"" and ""Family Guy"", and as an actor appeared in a leading role in the 1981 film ""My Bloody Valentine"".  He also directed cartoons such as ""Miss Spider's Sunny Patch Friends,"" ""Mike the Knight,"" and the 2009 ""Doki"" special.  He animated six episodes of ""Rocko's Modern Life"", five episodes of ""The Critic"" and one episode of ""Pearlie"", ""The Legend of Prince Valiant"", and

The Chris Farley Show was a sketch from the American comedy TV series ""Saturday Night Live"", which involved comic actor Chris Farley, as a parody of himself, interviewing various celebrities.  Rather than ask his guest questions that had any popular significance, or allow his guest to plug a current project, he would invariably act nervously, and simply describe scenes from a film in which the guest actor appeared (or occasionally films that had nothing to do with the guest).  After asking the",True,False,False,5.0,4.0,3.0,4.0,5.0,4.0,2.0,3.6666666666666665,5.0,5.0,2.0,4.0,3.0,2.0,2.0,2.333333333333333,4.0,4.0,2.0,3.333333333333333,4.0,3.0,2.0,3.0
417,How many people are employed by the company operating the Varsseveld railway station?,"55,000 people","55,000",False,0.6666666666666666,recursive,500,100,39,ollama,mxbai-embed-large,1024,hybrid,10,3,912,bge,3,ollama,local,hotpotqa,42,hard,bridge,33001.417699997546,generation,high,substring,"---

## Varsseveld railway station
Varsseveld is a railway station located in Varsseveld, Netherlands.  The station was opened in 1885 and is located on the Winterswijk–Zevenaar railway.  The train services are operated by Arriva.

---

Arriva is a multinational public transport company headquartered in Sunderland, England.  It was established in 1938 as TCowie and through a number of mergers and acquisitions was rebranded Arriva in 1997 and became a subsidiary of Deutsche Bahn in 2010.  Arriva operates bus, coach, train, tram and waterbus services in 14 countries across Europe.  As at December 2015 it employed 55,000 people and operated 2.2 billion passenger journeys annually.  It operates as three divisions: UK Bus, UK Rail

20,000 construction workers and engineers at work.  Solar panels cover the majority of the railway station roof and are capable of providing 7.17 MW (megawatt) of electricity.",True,True,True,4.0,4.0,5.0,4.333333333333333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.333333333333333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
